,class,tax_order,family,genus,gen_spec
1633,Actinopterygii,Cypriniformes,Cyprinidae,Lythrurus,Lythrurus umbratilis
1634,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinella,Cyprinella whipplei
1690,Actinopterygii,Pleuronectiformes,Soleidae,Trinectes,Trinectes maculatus
1694,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia sp.
1705,Actinopterygii,Esociformes,Esocidae,Esox,Esox masquinongy
1712,Actinopterygii,Perciformes,Pomacentridae,Chromis,Chromis punctipinnis
1723,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus guganio
1750,Actinopterygii,Perciformes,Nandidae,Nandus,Nandus nandus
1751,Actinopterygii,Cypriniformes,Cyprinidae,Esomus,Esomus danricus
1766,Actinopterygii,Perciformes,Cichlidae,Hemichromis,Hemichromis fasciatus
1767,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia kottae
1769,Actinopterygii,Perciformes,Cichlidae,Sarotherodon,Sarotherodon galilaeus
1784,Actinopterygii,Pleuronectiformes,Bothidae,Paralichthys,Paralichthys olivaceus
1805,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes ferrugineus
1839,Actinopterygii,Perciformes,Cichlidae,Etroplus,Etroplus suratensis
1841,Actinopterygii,Salmoniformes,Salmonidae,Prosopium,Prosopium williamsoni
1843,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia sp.
1882,Actinopterygii,Pleuronectiformes,Scophthalmidae,Psetta,Psetta maxima
1895,Actinopterygii,Cypriniformes,Cyprinidae,Hybognathus,Hybognathus placitus
1910,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Fundulus,Fundulus ocellaris
1927,Actinopterygii,Perciformes,Gobiidae,Lophogobius,Lophogobius cyprinoides
1942,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus sp.
1946,Actinopterygii,Perciformes,Teraponidae,Terapon,Terapon jarbua
1947,Actinopterygii,Scorpaeniformes,Cottidae,Hemitripterus,Hemitripterus americanus
1948,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus octodecemspinosus
1949,Actinopterygii,Perciformes,Scombridae,Scomber,Scomber scombrus
1952,Actinopterygii,Perciformes,Cichlidae,Pseudocrenilabrus,Pseudocrenilabrus philander
1959,Actinopterygii,Siluriformes,Schilbeidae,Schilbe,Schilbe mystus
1960,Actinopterygii,Siluriformes,Mochokidae,Synodontis,Synodontis sp.
1966,Actinopterygii,Cypriniformes,Cyprinidae,Phoxinus,Phoxinus sp.
1972,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia sparrmanii
1973,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Aplocheilichthys,Aplocheilichthys johnstonii
1974,Actinopterygii,Siluriformes,Clariidae,Clarias,Clarias sp.
1975,Actinopterygii,Perciformes,Cichlidae,Haplochromis,Haplochromis sp.
1977,Actinopterygii,Siluriformes,Clariidae,Clarias,Clarias ngamensis
1978,Actinopterygii,Siluriformes,Clariidae,Clarias,Clarias gariepinus
1992,Actinopterygii,Perciformes,Labridae,Symphodus,Symphodus ocellatus
1993,Actinopterygii,Perciformes,Leiognathidae,Leiognathus,Leiognathus splendens
2009,Actinopterygii,Atheriniformes,Atherinidae,Atherina,Atherina hepsetus
2029,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus javanicus
2030,Actinopterygii,Perciformes,Oplegnathidae,Oplegnathus,Oplegnathus fasciatus
2031,Chondrichthyes,Orectolobiformes,Orectolobidae,Ginglymostoma,Ginglymostoma cirratum
2037,Actinopterygii,Cypriniformes,Catostomidae,Hypentelium,Hypentelium nigricans
2039,Actinopterygii,Atheriniformes,Atherinidae,Menidia,Menidia peninsulae
2041,Actinopterygii,Cypriniformes,Cyprinidae,Scardinius,Scardinius erythrophthalmus
2042,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Mugil sp.
2043,Actinopterygii,Characiformes,Characidae,Astyanax,Astyanax fasciatus
2056,Actinopterygii,Perciformes,Gobiidae,Gobiusculus,Gobiusculus flavescens
2058,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Coregonus lavaretus
2059,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Coregonus peled
2077,Actinopterygii,Cypriniformes,Cyprinidae,Acheilognathus,Acheilognathus moriokae
2084,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,Salvelinus alpinus
2086,Actinopterygii,Pleuronectiformes,Bothidae,Paralichthys,Paralichthys lethostigma
2087,Chondrichthyes,Rajiformes,Dasyatidae,Dasyatis,Dasyatis sabina
2088,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Aphanius,Aphanius dispar
2089,Actinopterygii,Cypriniformes,Cyprinidae,Couesius,Couesius plumbeus
2091,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus scorpius
2092,Actinopterygii,Cyprinodontiformes,Aplocheilidae,Rivulus,Rivulus cylindraceus
2093,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Negaprion,Negaprion acutidens
2100,Actinopterygii,Perciformes,Blenniidae,Hypsoblennius,Hypsoblennius jenkinsi
2101,Actinopterygii,Atheriniformes,Atherinidae,Atherinops,Atherinops affinis
2118,Actinopterygii,Synbranchiformes,Mastacembelidae,Macrognathus,Macrognathus aculeatus
2120,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Mugil auratus
2121,Actinopterygii,Cypriniformes,Cyprinidae,Zacco,Zacco temmincki
2122,Actinopterygii,Siluriformes,Siluridae,Silurus,Silurus glanis
2123,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus cavasius
2125,Actinopterygii,Perciformes,Gerreidae,Eucinostomus,Eucinostomus argenteus
2126,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Micropterus punctulatus
2127,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis rubellus
2128,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Negaprion,Negaprion brevirostris
2130,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes yokohamae
2131,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia melanopleura
2132,Actinopterygii,Perciformes,Osphronemidae,Trichogaster,Trichogaster pectoralis
2146,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus gurneyi
2147,Actinopterygii,Perciformes,Kyphosidae,Girella,Girella nigricans
2148,Actinopterygii,Perciformes,Gobiidae,Lythrypnus,Lythrypnus dalli
2152,Actinopterygii,Cypriniformes,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys nobilis
2156,Actinopterygii,Perciformes,Labridae,Halichoeres,Halichoeres poecilopterus
2157,Actinopterygii,Perciformes,Cichlidae,Serranochromis,Serranochromis sp.
2158,Actinopterygii,Perciformes,Cichlidae,Serranochromis,Serranochromis angusticeps
2159,Actinopterygii,Perciformes,Osphronemidae,Colisa,Colisa lalia
2160,Actinopterygii,Characiformes,Hepsetidae,Hepsetus,Hepsetus odoe
2161,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Aplocheilus,Aplocheilus lineatus
2162,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus conchonius
2163,Actinopterygii,Perciformes,Gobiidae,Pomatoschistus,Pomatoschistus minutus
2164,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus
2176,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,Lampetra appendix
2181,Actinopterygii,Percopsiformes,Aphredoderidae,Aphredoderus,Aphredoderus sayanus
2184,Actinopterygii,Siluriformes,Ariidae,Arius,Arius felis
2185,Actinopterygii,Perciformes,Gobiidae,Pomatoschistus,Pomatoschistus microps
2204,Chondrichthyes,Rajiformes,Myliobatidae,Rhinoptera,Rhinoptera bonasus
2218,Actinopterygii,Cypriniformes,Cyprinidae,Abramis,Abramis brama
2219,Actinopterygii,Cypriniformes,Cyprinidae,Pimephales,Pimephales vigilax
2220,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis atrocaudalis
2222,Actinopterygii,Cypriniformes,Cyprinidae,Gila,Gila atraria
2223,Actinopterygii,Cypriniformes,Cyprinidae,Gila,Gila copei
2224,Actinopterygii,Cypriniformes,Cyprinidae,Rhinichthys,Rhinichthys sp.
2231,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,Cichlasoma bimaculatum
2242,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia vivipara
2263,Actinopterygii,Perciformes,Centropomidae,Centropomus,Centropomus undecimalis
2267,Actinopterygii,Perciformes,Cichlidae,Cichla,Cichla ocellaris
2271,Actinopterygii,Cypriniformes,Cyprinidae,Garra,Garra mullya
2272,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus bleekeri
2273,Actinopterygii,Cypriniformes,Balitoridae,Noemacheilus,Noemacheilus denisonii
2274,Actinopterygii,Mugiliformes,Mugilidae,Rhinomugil,Rhinomugil corsula
2288,Actinopterygii,Scorpaeniformes,Cyclopteridae,Cyclopterus,Cyclopterus lumpus
2289,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossoides,Hippoglossoides platessoides
2290,Actinopterygii,Pleuronectiformes,Pleuronectidae,Psettichthys,Psettichthys melanostictus
2291,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,Scorpaena guttata
2295,Actinopterygii,Perciformes,Sciaenidae,Nibea,Nibea albiflora
2296,Actinopterygii,Perciformes,Cichlidae,Astronotus,Astronotus ocellatus
2297,Actinopterygii,Cypriniformes,Cyprinidae,Nothobranchius,Nothobranchius guentheri
2304,Actinopterygii,Osteoglossiformes,Mormyridae,Gnathonemus,Gnathonemus petersii
2305,Actinopterygii,Perciformes,Centropomidae,Ambassis,Ambassis natalensis
2316,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis sp.
2317,Actinopterygii,Siluriformes,Ictaluridae,Noturus,Noturus exilis
2321,Actinopterygii,Perciformes,Labridae,Oxyjulis,Oxyjulis californica
2350,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus arulius
2351,Actinopterygii,Cypriniformes,Cyprinidae,Nuria,Nuria danrica
2368,Actinopterygii,Perciformes,Belonidae,Belone,Belone belone
2369,Actinopterygii,Perciformes,Cichlidae,Australoheros,Australoheros facetus
2370,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia zillii
2371,Actinopterygii,Cypriniformes,Cyprinidae,Nothobranchius,Nothobranchius rachovii
2372,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,Galaxias maculatus
2380,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Ichthyomyzon,Ichthyomyzon castaneus
2381,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Ichthyomyzon,Ichthyomyzon fossor
2382,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Ichthyomyzon,Ichthyomyzon gagei
2383,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Ichthyomyzon,Ichthyomyzon greeleyi
2384,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Ichthyomyzon,Ichthyomyzon unicuspis
2385,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,Lampetra aepyptera
2386,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,Lampetra ayresii
2387,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,Lampetra japonica
2388,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,Lampetra tridentata
2389,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Acipenser brevirostrum
2390,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Acipenser fulvescens
2391,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Acipenser oxyrhynchus
2392,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Acipenser transmontanus
2393,Actinopterygii,Acipenseriformes,Acipenseridae,Scaphirhynchus,Scaphirhynchus albus
2394,Actinopterygii,Acipenseriformes,Acipenseridae,Scaphirhynchus,Scaphirhynchus platorynchus
2395,Actinopterygii,Semionotiformes,Lepisosteidae,Lepisosteus,Lepisosteus oculatus
2396,Actinopterygii,Semionotiformes,Lepisosteidae,Lepisosteus,Lepisosteus platyrhincus
2397,Actinopterygii,Perciformes,Centrarchidae,Acantharchus,Acantharchus pomotis
2398,Actinopterygii,Perciformes,Centrarchidae,Ambloplites,Ambloplites cavifrons
2399,Actinopterygii,Perciformes,Centrarchidae,Archoplites,Archoplites interruptus
2400,Actinopterygii,Perciformes,Centrarchidae,Centrarchus,Centrarchus macropterus
2401,Actinopterygii,Perciformes,Centrarchidae,Elassoma,Elassoma evergladei
2402,Actinopterygii,Perciformes,Centrarchidae,Elassoma,Elassoma zonatum
2403,Actinopterygii,Perciformes,Centrarchidae,Enneacanthus,Enneacanthus chaetodon
2404,Actinopterygii,Perciformes,Centrarchidae,Enneacanthus,Enneacanthus obesus
2405,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis auritus
2406,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,Lampetra richardsoni
2407,Actinopterygii,Clupeiformes,Clupeidae,Alosa,Alosa chrysochloris
2408,Actinopterygii,Clupeiformes,Clupeidae,Alosa,Alosa mediocris
2409,Actinopterygii,Clupeiformes,Clupeidae,Dorosoma,Dorosoma petenense
2410,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Coregonus nasus
2411,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Coregonus reighardi
2412,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Coregonus sardinella
2413,Actinopterygii,Salmoniformes,Salmonidae,Prosopium,Prosopium abyssicola
2414,Actinopterygii,Salmoniformes,Salmonidae,Prosopium,Prosopium spilonotus
2415,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Micropterus notius
2416,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis punctatus
2417,Actinopterygii,Perciformes,Centrarchidae,Micropterus,Micropterus coosae
2418,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis marginatus
2419,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gilae
2420,Actinopterygii,Salmoniformes,Salmonidae,Stenodus,Stenodus leucichthys
2421,Actinopterygii,Esociformes,Umbridae,Dallia,Dallia pectoralis
2422,Actinopterygii,Esociformes,Esocidae,Esox,Esox americanus
2424,Actinopterygii,Esociformes,Esocidae,Esox,Esox niger
2425,Actinopterygii,Cypriniformes,Cyprinidae,Phoxinus,Phoxinus erythrogaster
2426,Actinopterygii,Cypriniformes,Cyprinidae,Clinostomus,Clinostomus elongatus
2428,Actinopterygii,Cypriniformes,Cyprinidae,Exoglossum,Exoglossum maxillingua
2429,Actinopterygii,Cypriniformes,Cyprinidae,Gila,Gila bicolor
2430,Actinopterygii,Cypriniformes,Cyprinidae,Gila,Gila robusta
2431,Actinopterygii,Cypriniformes,Cyprinidae,Hesperoleucus,Hesperoleucus symmetricus
2432,Actinopterygii,Cypriniformes,Cyprinidae,Hybognathus,Hybognathus nuchalis
2433,Actinopterygii,Cypriniformes,Cyprinidae,Hybopsis,Hybopsis amblops
2434,Actinopterygii,Cypriniformes,Cyprinidae,Hybopsis,Hybopsis x-punctata
2435,Actinopterygii,Cypriniformes,Cyprinidae,Iotichthys,Iotichthys phlegethontis
2436,Actinopterygii,Cypriniformes,Cyprinidae,Lavinia,Lavinia exilicauda
2437,Actinopterygii,Cypriniformes,Cyprinidae,Lepidomeda,Lepidomeda albivallis
2438,Actinopterygii,Cypriniformes,Cyprinidae,Lepidomeda,Lepidomeda altivelis
2439,Actinopterygii,Cypriniformes,Cyprinidae,Lepidomeda,Lepidomeda mollispinis
2440,Actinopterygii,Cypriniformes,Cyprinidae,Lepidomeda,Lepidomeda vittata
2441,Actinopterygii,Cypriniformes,Cyprinidae,Meda,Meda fulgida
2442,Actinopterygii,Cypriniformes,Cyprinidae,Moapa,Moapa coriacea
2443,Actinopterygii,Cypriniformes,Cyprinidae,Mylocheilus,Mylocheilus caurinus
2444,Actinopterygii,Cypriniformes,Cyprinidae,Mylopharodon,Mylopharodon conocephalus
2445,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,Nocomis micropogon
2446,Actinopterygii,Cypriniformes,Cyprinidae,Nocomis,Nocomis biguttatus
2447,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis analostanus
2448,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis bifrenatus
2449,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis chalybaeus
2450,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis dorsalis
2451,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis girardi
2452,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis shumardi
2453,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis photogenis
2454,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis procne
2455,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis stilbius
2456,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis texanus
2457,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis topeka
2458,Actinopterygii,Cypriniformes,Cyprinidae,Orthodon,Orthodon microlepidotus
2459,Actinopterygii,Cypriniformes,Cyprinidae,Exoglossum,Exoglossum laurae
2460,Actinopterygii,Cypriniformes,Cyprinidae,Phenacobius,Phenacobius catostomus
2461,Actinopterygii,Cypriniformes,Cyprinidae,Phenacobius,Phenacobius mirabilis
2462,Actinopterygii,Cypriniformes,Cyprinidae,Plagopterus,Plagopterus argentissimus
2463,Actinopterygii,Cypriniformes,Cyprinidae,Ptychocheilus,Ptychocheilus grandis
2464,Actinopterygii,Cypriniformes,Cyprinidae,Ptychocheilus,Ptychocheilus lucius
2465,Actinopterygii,Cypriniformes,Cyprinidae,Rhinichthys,Rhinichthys falcatus
2466,Actinopterygii,Cypriniformes,Cyprinidae,Richardsonius,Richardsonius balteatus
2467,Actinopterygii,Cypriniformes,Cyprinidae,Semotilus,Semotilus corporalis
2468,Actinopterygii,Cypriniformes,Cyprinidae,Margariscus,Margariscus margarita
2469,Actinopterygii,Cypriniformes,Catostomidae,Catostomus,Catostomus latipinnis
2470,Actinopterygii,Cypriniformes,Catostomidae,Chasmistes,Chasmistes cujus
2471,Actinopterygii,Cypriniformes,Catostomidae,Cycleptus,Cycleptus elongatus
2472,Actinopterygii,Cypriniformes,Catostomidae,Erimyzon,Erimyzon oblongus
2473,Actinopterygii,Cypriniformes,Catostomidae,Hypentelium,Hypentelium etowanum
2474,Actinopterygii,Cypriniformes,Catostomidae,Hypentelium,Hypentelium roanokense
2475,Actinopterygii,Cypriniformes,Catostomidae,Ictiobus,Ictiobus niger
2476,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,Moxostoma anisurum
2477,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,Moxostoma carinatum
2478,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,Moxostoma duquesnei
2479,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,Moxostoma poecilurum
2480,Actinopterygii,Cypriniformes,Catostomidae,Xyrauchen,Xyrauchen texanus
2481,Actinopterygii,Siluriformes,Ictaluridae,Ictalurus,Ictalurus furcatus
2482,Actinopterygii,Siluriformes,Ictaluridae,Ictalurus,Ictalurus platycephalus
2483,Actinopterygii,Siluriformes,Ictaluridae,Noturus,Noturus eleutherus
2484,Actinopterygii,Siluriformes,Ictaluridae,Noturus,Noturus flavus
2485,Actinopterygii,Siluriformes,Ictaluridae,Noturus,Noturus furiosus
2486,Actinopterygii,Siluriformes,Ictaluridae,Noturus,Noturus gyrinus
2487,Actinopterygii,Siluriformes,Ictaluridae,Noturus,Noturus insignis
2488,Actinopterygii,Siluriformes,Ictaluridae,Noturus,Noturus leptacanthus
2489,Actinopterygii,Siluriformes,Ictaluridae,Noturus,Noturus nocturnus
2490,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Fundulus,Fundulus olivaceus
2491,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia gaigei
2492,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia geiseri
2493,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia nobilis
2494,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia senilis
2495,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,Apeltes quadracus
2496,Actinopterygii,Percopsiformes,Percopsidae,Percopsis,Percopsis omiscomaycus
2579,Actinopterygii,Scorpaeniformes,Cottidae,Megalocottus,Megalocottus platycephalus
2611,Actinopterygii,Siluriformes,Clariidae,Clarias,Clarias lazera
2613,Actinopterygii,Characiformes,Curimatidae,Semaprochilodus,Semaprochilodus insignis
2614,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus keletius
2615,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Coregonus muksun
2616,Actinopterygii,Cypriniformes,Cobitidae,Lepidocephalichthys,Lepidocephalichthys guntea
2624,Actinopterygii,Perciformes,Sciaenidae,Nibea,Nibea mitsukurii
2629,Actinopterygii,Cypriniformes,Balitoridae,Noemacheilus,Noemacheilus montanus
2630,Actinopterygii,Cypriniformes,Cyprinidae,Barilius,Barilius bendelisis
2634,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poeciliopsis,Poeciliopsis sp.
2635,Actinopterygii,Cypriniformes,Cyprinidae,Gnathopogon,Gnathopogon caerulescens
2643,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus gonionotus
2647,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poeciliopsis,Poeciliopsis lucida
2648,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poeciliopsis,Poeciliopsis monacha
2649,Actinopterygii,Siluriformes,Bagridae,Rita,Rita rita
2651,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,Galaxias auratus
2670,Actinopterygii,Perciformes,Gobiidae,Boleophthalmus,Boleophthalmus dussumieri
2671,Actinopterygii,Cypriniformes,Cyprinidae,Puntius,Puntius sarana
2681,Actinopterygii,Perciformes,Sciaenidae,Johnius,Johnius dussumieri
2684,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia galilaea
2685,Actinopterygii,Perciformes,Cichlidae,Haplochromis,Haplochromis burtoni
2693,Actinopterygii,Perciformes,Serranidae,Centropristis,Centropristis striata
2695,Actinopterygii,Batrachoidiformes,Batrachoididae,Opsanus,Opsanus tau
2698,Actinopterygii,Siluriformes,Ariidae,Arius,Arius sp.
2701,Actinopterygii,Perciformes,Centropomidae,Ambassis,Ambassis sp.
2702,Actinopterygii,Siluriformes,Plotosidae,Cnidoglanis,Cnidoglanis macrocephalus
2707,Actinopterygii,Perciformes,Gobiidae,Zosterisessor,Zosterisessor ophiocephalus
2708,Actinopterygii,Perciformes,Centropomidae,Ambassis,Ambassis ambassis
2709,Actinopterygii,Cypriniformes,Cyprinidae,Opsariichthys,Opsariichthys uncirostris
2722,Actinopterygii,Siluriformes,Plotosidae,Neosilurus,Neosilurus sp.
2723,Actinopterygii,Perciformes,Serranidae,Paralabrax,Paralabrax nebulifer
2724,Actinopterygii,Pleuronectiformes,Bothidae,Paralichthys,Paralichthys californicus
2725,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Fundulus,Fundulus parvipinnis
2726,Actinopterygii,Scorpaeniformes,Cottidae,Enophrys,Enophrys bison
2727,Actinopterygii,Pleuronectiformes,Bothidae,Scophthalmus,Scophthalmus aquosus
2728,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla sp.
2729,Actinopterygii,Gadiformes,Gadidae,Theragra,Theragra chalcogramma
2730,Chondrichthyes,Rajiformes,Dasyatidae,Urolophus,Urolophus halleri
2732,Actinopterygii,Perciformes,Polynemidae,Eleutheronema,Eleutheronema tetradactylum
2735,Actinopterygii,Perciformes,Sparidae,Mylio,Mylio macrocephalus
2739,Actinopterygii,Perciformes,Sparidae,Rhabdosargus,Rhabdosargus holubi
2769,Actinopterygii,Perciformes,Gobiidae,Gobius,Gobius niger
2770,Actinopterygii,Mugiliformes,Mugilidae,Liza,Liza aurata
2771,Actinopterygii,Batrachoidiformes,Batrachoididae,Halobatrachus,Halobatrachus didactylus
2773,Actinopterygii,Mugiliformes,Mugilidae,Liza,Liza ramado
2782,Actinopterygii,Siluriformes,Bagridae,Mystus,Mystus tengara
2783,Actinopterygii,Perciformes,Cichlidae,Etroplus,Etroplus maculatus
2800,Actinopterygii,Perciformes,Cichlidae,Geophagus,Geophagus brasiliensis
2803,Actinopterygii,Siluriformes,Heptapteridae,Rhamdia,Rhamdia sapo
2804,Actinopterygii,Perciformes,Nototheniidae,Trematomus,Trematomus bernacchii
2806,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,Cichlasoma urophthalmus
2807,Chondrichthyes,Rajiformes,Torpedinidae,Torpedo,Torpedo marmorata
2812,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Coregonus autumnalis
2813,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,Coregonus migratorius
2814,Actinopterygii,Cypriniformes,Cyprinidae,Abramis,Abramis ballerus
2824,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia splendida
2826,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,Galaxias truttaceus
2827,Actinopterygii,Perciformes,Percichthyidae,Macquaria,Macquaria ambigua
2833,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,Cichlasoma cyanoguttatum
2834,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia formosa
2835,Actinopterygii,Characiformes,Characidae,Astyanax,Astyanax mexicanus
2868,Actinopterygii,Perciformes,Haemulidae,Haemulon,Haemulon flavolineatum
2869,Actinopterygii,Perciformes,Haemulidae,Haemulon,Haemulon sciurus
2873,Actinopterygii,Beryciformes,Holocentridae,Holocentrus,Holocentrus rufus
2874,Actinopterygii,Osmeriformes,Osmeridae,Hypomesus,Hypomesus olidus
2879,Actinopterygii,Perciformes,Moronidae,Morone,Morone sp.
2890,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus fuscescens
2892,Actinopterygii,Perciformes,Sillaginidae,Sillago,Sillago bassensis
2897,Actinopterygii,Perciformes,Percidae,Sander,Sander vitreus
2900,Actinopterygii,Perciformes,Gobiidae,Tridentiger,Tridentiger trigonocephalus
4143,Actinopterygii,Perciformes,Gobiidae,Acanthogobius,Acanthogobius flavimanus
4154,Actinopterygii,Scorpaeniformes,Cottidae,Cottus,Cottus gobio
4160,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia holbrooki
4166,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Hyphessobrycon bifasciatus
4181,Actinopterygii,Perciformes,Cichlidae,Tilapia,Tilapia hornorum
4197,Actinopterygii,Cypriniformes,Cyprinidae,Rasbora,Rasbora sp.
4302,Actinopterygii,Perciformes,Sparidae,Acanthopagrus,Acanthopagrus australis
4304,Actinopterygii,Mugiliformes,Mugilidae,Aldrichetta,Aldrichetta forsteri
4310,Actinopterygii,Perciformes,Teraponidae,Bidyanus,Bidyanus bidyanus
4315,Actinopterygii,Perciformes,Centrarchidae,Chaenobryttus,Chaenobryttus gulosus
4325,Actinopterygii,Osteoglossiformes,Mormyridae,Gnathonemus,Gnathonemus tamandua
4326,Actinopterygii,Perciformes,Gobiidae,Gobius,Gobius paganellus
